Position Date;Issue Date;Interest Date;Maturity Date;Rate;Counterparty;Principal Amount_position;No.;TYPE;Principal Amount_activity;Term Type Days;Investment Tenure Days;Term Type Year;Term Type Month;Investment Tenure Year;Investment Tenure Month;Principal Amount_position_modified;Market Rate
2020-01-31;2019-07-10;2019-07-10;2020-04-05;2.2;G;10191.241875;708338;TERM;7687.5;270 days;205 days;0;8;0;6;16143.75;1.3041666666666667
2020-01-31;2019-07-10;2019-07-10;2020-04-05;2.2;G;9942.675;708339;TERM;7500.0;270 days;205 days;0;8;0;6;15750.0;1.3041666666666667
2020-01-31;2019-07-10;2019-07-10;2020-04-06;2.2;L;29828.025;502867;TERM;22500.0;271 days;205 days;0;8;0;6;47250.0;1.3041666666666667
2020-01-31;2019-07-10;2019-07-10;2020-04-09;2.4;P;3977070.0;502870;TERM;3000000.0;274 days;205 days;0;8;0;6;6600000.0;1.3041666666666667
2020-01-31;2019-07-10;2019-07-10;2020-04-09;2.45;P;9942675.0;502874;TERM;7500000.0;274 days;205 days;0;8;0;6;16687500.0;1.3041666666666667
2020-01-31;2019-07-10;2019-07-10;2020-04-17;2.4;P;1988535.0;502871;TERM;1500000.0;282 days;205 days;0;9;0;6;3300000.0;1.4671874999999999
2020-01-31;2019-07-10;2019-07-10;2020-04-24;2.4;P;3977070.0;502872;TERM;3000000.0;289 days;205 days;0;9;0;6;6600000.0;1.4671874999999999
2020-01-31;2019-07-10;2019-07-10;2020-05-14;2.4;P;3977070.0;502873;TERM;3000000.0;309 days;205 days;0;10;0;6;6600000.0;1.6302083333333333
2020-01-31;2019-07-10;2019-07-10;2020-07-08;2.2;L;159082.8;502868;TERM;120000.0;364 days;205 days;0;11;0;6;252000.0;1.7932291666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;L;198853.5;502875;TERM;150000.0;270 days;204 days;0;8;0;6;315000.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;14591.86983;708353;TERM;11007.0;270 days;204 days;0;8;0;6;23114.700000000004;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;123289.17;708354;TERM;93000.0;270 days;204 days;0;8;0;6;195300.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;36547.284765000004;708355;TERM;27568.5;270 days;204 days;0;8;0;6;57893.850000000006;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;99426.75;708356;TERM;75000.0;270 days;204 days;0;8;0;6;157500.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;198853.5;708357;TERM;150000.0;270 days;204 days;0;8;0;6;315000.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;50647.98645;708358;TERM;38205.0;270 days;204 days;0;8;0;6;80230.5;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;10469.636774999999;708359;TERM;7897.5;270 days;204 days;0;8;0;6;16584.75;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;213739.67300999997;708360;TERM;161229.0;270 days;204 days;0;8;0;6;338580.9;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;20382.48375;708361;TERM;15375.0;270 days;204 days;0;8;0;6;32287.5;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;25089.346095;708362;TERM;18925.5;270 days;204 days;0;8;0;6;39743.55;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;39140.334405;708363;TERM;29524.5;270 days;204 days;0;8;0;6;62001.45;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;21416.521950000002;708364;TERM;16155.0;270 days;204 days;0;8;0;6;33925.5;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;49713.375;708365;TERM;37500.0;270 days;204 days;0;8;0;6;78750.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;99426.75;708366;TERM;75000.0;270 days;204 days;0;8;0;6;157500.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;45259.0566;708367;TERM;34140.0;270 days;204 days;0;8;0;6;71694.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;54684.712499999994;708368;TERM;41250.0;270 days;204 days;0;8;0;6;86625.0;1.3041666666666667
2020-01-31;2019-07-11;2019-07-11;2020-04-06;2.2;G;159082.8;708369;TERM;120000.0;270 days;204 days;0;8;0;6;252000.0;1.3041666666666667
2020-01-31;2019-07-12;2019-07-12;2020-04-07;2.2;L;13836.226530000002;502877;TERM;10437.0;270 days;203 days;0;8;0;6;21917.700000000004;1.3033333333333335
2020-01-31;2019-07-12;2019-07-12;2020-04-07;2.2;G;21873.885000000002;708376;TERM;16500.0;270 days;203 days;0;8;0;6;34650.0;1.3033333333333335
2020-01-31;2019-07-12;2019-07-12;2020-04-07;2.2;G;20235.33216;708377;TERM;15264.0;270 days;203 days;0;8;0;6;32054.4;1.3033333333333335
2020-01-31;2019-07-12;2019-07-12;2020-04-07;2.2;G;79541.4;708378;TERM;60000.0;270 days;203 days;0;8;0;6;126000.0;1.3033333333333335
2020-01-31;2019-07-15;2019-07-15;2020-04-10;2.2;G;35137.41345000001;708386;TERM;26505.0;270 days;200 days;0;8;0;6;55660.5;1.3033333333333335
2020-01-31;2019-07-15;2019-07-15;2020-04-10;2.2;G;10738.089;708387;TERM;8100.0;270 days;200 days;0;8;0;6;17010.0;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;15908.28;708389;TERM;12000.0;270 days;199 days;0;8;0;6;25200.0;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;397657.28662500007;708390;TERM;299962.5;270 days;199 days;0;8;0;6;629921.25;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;9942.675;708391;TERM;7500.0;270 days;199 days;0;8;0;6;15750.0;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;103900.95375000002;708392;TERM;78375.0;270 days;199 days;0;8;0;6;164587.5;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;202098.78912000003;708393;TERM;152448.0;270 days;199 days;0;8;0;6;320140.80000000005;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;125198.1636;708394;TERM;94440.0;270 days;199 days;0;8;0;6;198324.0;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;49713.375;708395;TERM;37500.0;270 days;199 days;0;8;0;6;78750.0;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-11;2.2;G;34799.3625;708396;TERM;26250.0;270 days;199 days;0;8;0;6;55125.0;1.3033333333333335
2020-01-31;2019-07-16;2019-07-16;2020-04-13;2.25;E;3977070.0;502881;TERM;3000000.0;272 days;199 days;0;8;0;6;6375000.0;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;203232.25407000002;708399;TERM;153303.0;270 days;198 days;0;8;0;6;321936.30000000005;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;40239.99426;708400;TERM;30354.0;270 days;198 days;0;8;0;6;63743.4;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;31033.077210000003;708401;TERM;23409.0;270 days;198 days;0;8;0;6;49158.90000000001;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;27839.489999999998;708402;TERM;21000.0;270 days;198 days;0;8;0;6;44100.0;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;10201.18455;708403;TERM;7695.0;270 days;198 days;0;8;0;6;16159.5;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;29828.025;708404;TERM;22500.0;270 days;198 days;0;8;0;6;47250.0;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;26153.212320000002;708405;TERM;19728.0;270 days;198 days;0;8;0;6;41428.8;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;62925.20154000001;708406;TERM;47466.0;270 days;198 days;0;8;0;6;99678.6;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;99426.75;708407;TERM;75000.0;270 days;198 days;0;8;0;6;157500.0;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;103767.72190500001;708408;TERM;78274.5;270 days;198 days;0;8;0;6;164376.45;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;27690.349875;708409;TERM;20887.5;270 days;198 days;0;8;0;6;43863.75;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;53817.71124;708410;TERM;40596.0;270 days;198 days;0;8;0;6;85251.6;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;12913.546290000002;708411;TERM;9741.0;270 days;198 days;0;8;0;6;20456.1;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-12;2.2;G;59656.05;708412;TERM;45000.0;270 days;198 days;0;8;0;6;94500.0;1.3033333333333335
2020-01-31;2019-07-17;2019-07-17;2020-04-13;2.2;T;29828.025;708397;TERM;22500.0;271 days;198 days;0;8;0;6;47250.0;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;1430329.36308;708414;TERM;1078932.0;270 days;197 days;0;8;0;6;2265757.2;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;9942.675;708415;TERM;7500.0;270 days;197 days;0;8;0;6;15750.0;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;23862.420000000002;708416;TERM;18000.0;270 days;197 days;0;8;0;6;37800.0;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;12613.277505;708417;TERM;9514.5;270 days;197 days;0;8;0;6;19980.45;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;99426.75;708418;TERM;75000.0;270 days;197 days;0;8;0;6;157500.0;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;636331.2;708419;TERM;480000.0;270 days;197 days;0;8;0;6;1008000.0;1.3033333333333335
2020-01-31;2019-07-18;2019-07-18;2020-04-13;2.2;G;43747.770000000004;708420;TERM;33000.0;270 days;197 days;0;8;0;6;69300.0;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.45;E;3060951.9255;502884;TERM;2308950.0;270 days;196 days;0;8;0;6;5137413.75;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;2654875.1816849997;708422;TERM;2002636.5;270 days;196 days;0;8;0;6;4205536.65;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;261927.841665;708423;TERM;197578.5;270 days;196 days;0;8;0;6;414914.85;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;11068.185809999999;708424;TERM;8349.0;270 days;196 days;0;8;0;6;17532.9;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;109707.47595;708425;TERM;82755.0;270 days;196 days;0;8;0;6;173785.5;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;187236.47853000002;708426;TERM;141237.0;270 days;196 days;0;8;0;6;296597.7;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;101395.39964999999;708427;TERM;76485.0;270 days;196 days;0;8;0;6;160618.5;1.3033333333333335
2020-01-31;2019-07-19;2019-07-19;2020-04-14;2.2;G;71567.37465000001;708428;TERM;53985.0;270 days;196 days;0;8;0;6;113368.5;1.3033333333333335
2020-01-31;2019-07-22;2019-07-22;2020-04-17;2.2;L;198853.5;502885;TERM;150000.0;270 days;193 days;0;8;0;6;315000.0;1.3016666666666667
2020-01-31;2019-07-22;2019-07-22;2020-04-17;2.2;G;59656.05;708431;TERM;45000.0;270 days;193 days;0;8;0;6;94500.0;1.3016666666666667
2020-01-31;2019-07-22;2019-07-22;2020-04-17;2.2;G;19885.35;708432;TERM;15000.0;270 days;193 days;0;8;0;6;31500.0;1.3016666666666667
2020-01-31;2019-07-22;2019-07-22;2020-04-17;2.2;G;99426.75;708433;TERM;75000.0;270 days;193 days;0;8;0;6;157500.0;1.3016666666666667
2020-01-31;2019-07-22;2019-07-22;2020-04-17;2.2;G;39770.7;708434;TERM;30000.0;270 days;193 days;0;8;0;6;63000.0;1.3016666666666667
2020-01-31;2019-07-22;2019-07-22;2020-04-17;2.2;G;9942.675;708435;TERM;7500.0;270 days;193 days;0;8;0;6;15750.0;1.3016666666666667
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;99426.75;708436;TERM;75000.0;270 days;192 days;0;8;0;6;157500.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;99426.75;708437;TERM;75000.0;270 days;192 days;0;8;0;6;157500.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;29828.025;708438;TERM;22500.0;270 days;192 days;0;8;0;6;47250.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;29828.025;708443;TERM;22500.0;270 days;192 days;0;8;0;6;47250.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;45970.95213;708444;TERM;34677.0;270 days;192 days;0;8;0;6;72821.70000000001;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;49713.375;708445;TERM;37500.0;270 days;192 days;0;8;0;6;78750.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;49713.375;708446;TERM;37500.0;270 days;192 days;0;8;0;6;78750.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;44201.15598;708447;TERM;33342.0;270 days;192 days;0;8;0;6;70018.20000000001;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;19885.35;708448;TERM;15000.0;270 days;192 days;0;8;0;6;31500.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;19885.35;708449;TERM;15000.0;270 days;192 days;0;8;0;6;31500.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;11931.210000000001;708450;TERM;9000.0;270 days;192 days;0;8;0;6;18900.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;18566.951295;708451;TERM;14005.5;270 days;192 days;0;8;0;6;29411.550000000003;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-18;2.2;G;119312.1;708452;TERM;90000.0;270 days;192 days;0;8;0;6;189000.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-20;2.2;L;111357.95999999999;502886;TERM;84000.0;272 days;192 days;0;8;0;6;176400.0;1.3008333333333333
2020-01-31;2019-07-23;2019-07-23;2020-04-23;2.2;H;1461573.225;708453;TERM;1102500.0;275 days;192 days;0;9;0;6;2315250.0;1.4634375000000002
2020-01-31;2019-07-24;2019-07-24;2020-04-19;1.95;G;49713.375;708454;TERM;37500.0;270 days;191 days;0;8;0;6;74062.5;1.3
2020-01-31;2019-07-24;2019-07-24;2020-04-19;1.95;G;49713.375;708455;TERM;37500.0;270 days;191 days;0;8;0;6;74062.5;1.3
2020-01-31;2019-07-24;2019-07-24;2020-04-19;1.95;G;9942.675;708456;TERM;7500.0;270 days;191 days;0;8;0;6;14812.5;1.3
2020-01-31;2019-07-25;2019-07-25;2020-04-20;2.0;P;5219904.375;502888;TERM;3937500.0;270 days;190 days;0;8;0;6;7875000.0;1.3
2020-01-31;2019-07-25;2019-07-25;2020-04-20;1.95;G;39770.7;708460;TERM;30000.0;270 days;190 days;0;8;0;6;59250.0;1.3
2020-01-31;2019-07-25;2019-07-25;2020-04-20;1.95;G;49713.375;708462;TERM;37500.0;270 days;190 days;0;8;0;6;74062.5;1.3
2020-01-31;2019-07-25;2019-07-25;2020-04-20;1.95;G;63529.71618;708463;TERM;47922.0;270 days;190 days;0;8;0;6;94645.94999999998;1.3
2020-01-31;2019-07-26;2019-07-26;2020-04-21;1.95;G;26467.400849999998;708465;TERM;19965.0;270 days;189 days;0;8;0;6;39430.875;1.3
2020-01-31;2019-07-26;2019-07-26;2020-04-21;1.95;G;105328.72188;708466;TERM;79452.0;270 days;189 days;0;8;0;6;156917.7;1.3
2020-01-31;2019-07-26;2019-07-26;2020-04-21;1.95;G;121996.62225;708467;TERM;92025.0;270 days;189 days;0;8;0;6;181749.375;1.3
2020-01-31;2019-07-29;2019-07-29;2020-04-24;1.95;G;9942.675;708468;TERM;7500.0;270 days;186 days;0;8;0;6;14812.5;1.3025
2020-01-31;2019-07-29;2019-07-29;2020-04-24;1.95;G;13919.744999999999;708469;TERM;10500.0;270 days;186 days;0;8;0;6;20737.5;1.3025
2020-01-31;2019-07-29;2019-07-29;2020-04-24;1.95;G;10966.770525;708470;TERM;8272.5;270 days;186 days;0;8;0;6;16338.1875;1.3025
2020-01-31;2019-07-29;2019-07-29;2020-04-24;1.95;G;55877.83350000001;708471;TERM;42150.0;270 days;186 days;0;8;0;6;83246.25;1.3025
2020-01-31;2019-07-30;2019-07-30;2020-04-25;1.95;G;50743.43613;708472;TERM;38277.0;270 days;185 days;0;8;0;6;75597.075;1.3025
2020-01-31;2019-07-30;2019-07-30;2020-04-25;1.95;G;105380.42379;708473;TERM;79491.0;270 days;185 days;0;8;0;6;156994.72499999998;1.3025
2020-01-31;2019-07-30;2019-07-30;2020-04-25;1.95;G;994267.5;708474;TERM;750000.0;270 days;185 days;0;8;0;6;1481250.0;1.3025
2020-01-31;2019-07-31;2019-07-31;2020-04-26;1.95;G;19109.82135;708476;TERM;14415.0;270 days;184 days;0;8;0;6;28469.625;1.3066666666666666
2020-01-31;2019-08-02;2019-08-02;2020-04-28;1.95;G;32152.622415;708477;TERM;24253.5;270 days;182 days;0;8;0;5;43959.46875;1.3083333333333333
2020-01-31;2019-08-02;2019-08-02;2020-04-28;1.95;G;33602.26443;708478;TERM;25347.0;270 days;182 days;0;8;0;5;45941.4375;1.3083333333333333
2020-01-31;2019-08-06;2019-08-06;2020-02-02;1.75;G;572101.5195;708479;TERM;431550.0;180 days;178 days;0;5;0;5;746221.875;0.8166666666666668
2020-01-31;2019-08-07;2019-08-07;2020-05-03;1.95;G;13919.744999999999;708480;TERM;10500.0;270 days;177 days;0;8;0;5;19031.25;1.305
2020-01-31;2019-08-08;2019-08-08;2020-02-04;1.75;G;1491401.25;708482;TERM;1125000.0;180 days;176 days;0;5;0;5;1945312.5;0.8161458333333332
2020-01-31;2019-08-08;2019-08-08;2020-05-04;1.95;G;79541.4;708481;TERM;60000.0;270 days;176 days;0;8;0;5;108750.0;1.3058333333333334
2020-01-31;2019-08-09;2019-08-09;2020-05-05;1.95;G;117323.565;708484;TERM;88500.0;270 days;175 days;0;8;0;5;160406.25;1.3058333333333334
2020-01-31;2019-08-09;2019-08-09;2020-05-05;1.95;G;118675.76879999999;708485;TERM;89520.0;270 days;175 days;0;8;0;5;162255.0;1.3058333333333334
2020-01-31;2019-08-09;2019-08-09;2020-05-05;1.95;G;1789681.5;708486;TERM;1350000.0;270 days;175 days;0;8;0;5;2446875.0;1.3058333333333334
2020-01-31;2019-08-09;2019-08-09;2020-05-05;1.95;G;198853.5;708487;TERM;150000.0;270 days;175 days;0;8;0;5;271875.0;1.3058333333333334
2020-01-31;2019-08-12;2019-08-12;2020-02-10;2.15;D;1988535.0;708489;TERM;1500000.0;182 days;172 days;0;5;0;5;2843750.0;0.8151041666666666
2020-01-31;2019-08-12;2019-08-12;2020-02-10;2.4;D;9942675.0;708492;TERM;7500000.0;182 days;172 days;0;5;0;5;15000000.0;0.8151041666666666
2020-01-31;2019-08-12;2019-08-12;2020-02-11;2.4;D;9942675.0;708491;TERM;7500000.0;183 days;172 days;0;5;0;5;15000000.0;0.8151041666666666
2020-01-31;2019-08-12;2019-08-12;2020-02-12;2.4;D;9942675.0;708490;TERM;7500000.0;184 days;172 days;0;6;0;5;15000000.0;0.978125
2020-01-31;2019-08-12;2019-08-12;2020-05-08;1.95;G;71587.26000000001;708493;TERM;54000.0;270 days;172 days;0;8;0;5;97875.0;1.3041666666666667
2020-01-31;2019-08-13;2019-08-13;2020-02-09;1.75;G;298280.25;708497;TERM;225000.0;180 days;171 days;0;5;0;5;389062.5;0.8145833333333333
2020-01-31;2019-08-13;2019-08-13;2020-05-09;1.95;G;298280.25;708494;TERM;225000.0;270 days;171 days;0;8;0;5;407812.5;1.3033333333333335
2020-01-31;2019-08-13;2019-08-13;2020-05-09;1.95;G;114306.957405;708495;TERM;86224.5;270 days;171 days;0;8;0;5;156281.90625;1.3033333333333335
2020-01-31;2019-08-13;2019-08-13;2020-05-09;1.95;G;537123.18885;708496;TERM;405165.0;270 days;171 days;0;8;0;5;734361.5625;1.3033333333333335
2020-01-31;2019-08-14;2019-08-14;2020-05-10;1.95;G;32194.38165;708498;TERM;24285.0;270 days;170 days;0;8;0;5;44016.5625;1.3033333333333335
2020-01-31;2019-08-14;2019-08-14;2020-05-10;1.95;G;21690.93978;708499;TERM;16362.0;270 days;170 days;0;8;0;5;29656.125;1.3033333333333335
2020-01-31;2019-08-14;2019-08-14;2020-05-10;1.95;G;59656.05;708500;TERM;45000.0;270 days;170 days;0;8;0;5;81562.5;1.3033333333333335
2020-01-31;2019-08-14;2019-08-14;2020-05-10;1.95;G;19885.35;708501;TERM;15000.0;270 days;170 days;0;8;0;5;27187.5;1.3033333333333335
2020-01-31;2019-08-14;2019-08-14;2020-05-10;1.95;G;19885.35;708502;TERM;15000.0;270 days;170 days;0;8;0;5;27187.5;1.3033333333333335
2020-01-31;2019-08-14;2019-08-14;2020-05-10;1.95;G;19885.35;708503;TERM;15000.0;270 days;170 days;0;8;0;5;27187.5;1.3033333333333335
2020-01-31;2019-08-15;2019-08-15;2020-05-11;1.95;G;198853.5;708508;TERM;150000.0;270 days;169 days;0;8;0;5;271875.0;1.3008333333333333
2020-01-31;2019-08-16;2019-08-16;2020-05-12;1.95;G;36483.651645000005;708513;TERM;27520.5;270 days;168 days;0;8;0;5;49880.90625;1.3008333333333333
2020-01-31;2019-08-16;2019-08-16;2020-05-12;1.95;G;29828.025;708514;TERM;22500.0;270 days;168 days;0;8;0;5;40781.25;1.3008333333333333
2020-01-31;2019-08-16;2019-08-16;2020-05-12;1.95;G;27461.66835;708515;TERM;20715.0;270 days;168 days;0;8;0;5;37545.9375;1.3008333333333333
2020-01-31;2019-08-21;2019-08-21;2020-02-18;2.0;T;194876.43000000002;708532;TERM;147000.0;181 days;163 days;0;5;0;5;269500.0;0.8125
2020-01-31;2019-08-21;2019-08-21;2020-05-17;1.95;G;198853.5;708539;TERM;150000.0;270 days;163 days;0;8;0;5;271875.0;1.3
2020-01-31;2019-08-21;2019-08-21;2020-05-17;1.95;G;39770.7;708540;TERM;30000.0;270 days;163 days;0;8;0;5;54375.0;1.3
2020-01-31;2019-08-21;2019-08-21;2020-05-17;1.95;G;19885.35;708541;TERM;15000.0;270 days;163 days;0;8;0;5;27187.5;1.3
2020-01-31;2019-08-21;2019-08-21;2020-05-17;1.95;G;201305.363655;708542;TERM;151849.5;270 days;163 days;0;8;0;5;275227.21875;1.3
2020-01-31;2019-08-21;2019-08-21;2020-05-17;1.95;G;198853.5;708543;TERM;150000.0;270 days;163 days;0;8;0;5;271875.0;1.3
2020-01-31;2019-08-21;2019-08-21;2020-05-17;1.95;G;206559.07312500002;708544;TERM;155812.5;270 days;163 days;0;8;0;5;282410.15625;1.3
2020-01-31;2019-08-22;2019-08-22;2020-02-18;2.0;M;49713.375;708546;TERM;37500.0;180 days;162 days;0;5;0;5;68750.0;0.8125
2020-01-31;2019-08-22;2019-08-22;2020-02-18;2.0;M;49713.375;708547;TERM;37500.0;180 days;162 days;0;5;0;5;68750.0;0.8125
2020-01-31;2019-08-22;2019-08-22;2020-05-18;1.95;G;272077.324305;708560;TERM;205234.5;270 days;162 days;0;8;0;5;371987.53125;1.3
2020-01-31;2019-08-22;2019-08-22;2020-05-18;1.95;G;17093.44686;708561;TERM;12894.0;270 days;162 days;0;8;0;5;23370.375;1.3
2020-01-31;2019-08-26;2019-08-26;2020-05-22;1.95;G;560635.62669;708567;TERM;422901.0;270 days;158 days;0;8;0;5;766508.0625;1.2966666666666666
2020-01-31;2019-08-26;2019-08-26;2020-05-22;1.95;G;49902.285825;708568;TERM;37642.5;270 days;158 days;0;8;0;5;68227.03125;1.2966666666666666
2020-01-31;2019-08-27;2019-08-27;2020-05-23;1.95;G;238624.2;708570;TERM;180000.0;270 days;157 days;0;8;0;5;326250.0;1.2966666666666666
2020-01-31;2019-08-27;2019-08-27;2020-05-23;1.95;G;198853.5;708571;TERM;150000.0;270 days;157 days;0;8;0;5;271875.0;1.2966666666666666
2020-01-31;2019-08-27;2019-08-27;2020-05-23;1.95;G;198853.5;708572;TERM;150000.0;270 days;157 days;0;8;0;5;271875.0;1.2966666666666666
2020-01-31;2019-08-27;2019-08-27;2020-05-23;1.95;G;69598.725;708573;TERM;52500.0;270 days;157 days;0;8;0;5;95156.25;1.2966666666666666
2020-01-31;2019-08-29;2019-08-29;2020-02-25;1.75;G;13967.469840000002;708578;TERM;10536.0;180 days;155 days;0;5;0;5;18218.5;0.8088541666666668
