Position Date;Issue Date;Interest Date;Maturity Date;Rate;Counterparty;Principal Amount_position;No.;TYPE;Principal Amount_activity;Term Type Days;Investment Tenure Days;Term Type Year;Term Type Month;Investment Tenure Year;Investment Tenure Month;Principal Amount_position_modified;Market Rate
2020-01-31;2019-03-14;2019-03-14;2020-03-14;2.4;J;397707.0;140981;TERM;300000.0;366 days;323 days;1;12;0;10;900000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-14;2.5;J;596560.5;140982;TERM;450000.0;366 days;323 days;1;12;0;10;1387500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-14;2.5;J;198853.5;140983;TERM;150000.0;366 days;323 days;1;12;0;10;462500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;E;1382180.5674180002;140809;TERM;1042612.2000000001;368 days;323 days;1;12;0;10;3127836.6000000006;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;F;87495.54000000001;140810;TERM;66000.0;368 days;323 days;1;12;0;10;198000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;F;198853.5;140811;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;T;198853.5;140812;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;T;208555.56226500002;140813;TERM;157318.5;368 days;323 days;1;12;0;10;471955.49999999994;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;T;205071.648945;140814;TERM;154690.5;368 days;323 days;1;12;0;10;464071.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;T;119312.1;140815;TERM;90000.0;368 days;323 days;1;12;0;10;288750.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;T;159082.8;140816;TERM;120000.0;368 days;323 days;1;12;0;10;385000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;D;189010.25175;140819;TERM;142575.0;368 days;323 days;1;12;0;10;457428.125;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;D;55678.979999999996;140822;TERM;42000.0;368 days;323 days;1;12;0;10;134750.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;D;198853.5;140824;TERM;150000.0;368 days;323 days;1;12;0;10;481250.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.6;D;596560.5;140830;TERM;450000.0;368 days;323 days;1;12;0;10;1425000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;D;53690.44499999999;140831;TERM;40500.0;368 days;323 days;1;12;0;10;121500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;D;119312.1;140832;TERM;90000.0;368 days;323 days;1;12;0;10;288750.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;D;198853.5;140833;TERM;150000.0;368 days;323 days;1;12;0;10;481250.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.58;D;294303.18;140836;TERM;222000.0;368 days;323 days;1;12;0;10;699300.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.5;D;44543.184;140837;TERM;33600.0;368 days;323 days;1;12;0;10;103600.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.5;D;19388.21625;140839;TERM;14625.0;368 days;323 days;1;12;0;10;45093.75;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;D;127552.58903999999;140842;TERM;96216.0;368 days;323 days;1;12;0;10;288648.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;D;79541.4;140843;TERM;60000.0;368 days;323 days;1;12;0;10;192500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.5;D;1988535.0;140844;TERM;1500000.0;368 days;323 days;1;12;0;10;4625000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;D;198853.5;140847;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;D;29828.025;140851;TERM;22500.0;368 days;323 days;1;12;0;10;67500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;D;9942.675;140852;TERM;7500.0;368 days;323 days;1;12;0;10;22500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;41979.962385;140857;TERM;31666.5;368 days;323 days;1;12;0;10;94999.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140858;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;79541.4;140859;TERM;60000.0;368 days;323 days;1;12;0;10;180000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;59656.05;140860;TERM;45000.0;368 days;323 days;1;12;0;10;135000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;39770.7;140861;TERM;30000.0;368 days;323 days;1;12;0;10;90000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;48044.994135;140862;TERM;36241.5;368 days;323 days;1;12;0;10;108724.49999999999;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;9942.675;140863;TERM;7500.0;368 days;323 days;1;12;0;10;22500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;27839.489999999998;140864;TERM;21000.0;368 days;323 days;1;12;0;10;63000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;30468.333270000003;140865;TERM;22983.0;368 days;323 days;1;12;0;10;68949.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;59656.05;140866;TERM;45000.0;368 days;323 days;1;12;0;10;135000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;104199.234;140867;TERM;78600.0;368 days;323 days;1;12;0;10;235800.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;39372.993;140868;TERM;29700.0;368 days;323 days;1;12;0;10;89100.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;81331.0815;140869;TERM;61350.0;368 days;323 days;1;12;0;10;184050.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;20581.33725;140870;TERM;15525.0;368 days;323 days;1;12;0;10;46575.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;19885.35;140871;TERM;15000.0;368 days;323 days;1;12;0;10;45000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;113346.495;140872;TERM;85500.0;368 days;323 days;1;12;0;10;256500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;59656.05;140873;TERM;45000.0;368 days;323 days;1;12;0;10;135000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;9942.675;140874;TERM;7500.0;368 days;323 days;1;12;0;10;22500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;59656.05;140875;TERM;45000.0;368 days;323 days;1;12;0;10;135000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140876;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;82921.90950000001;140877;TERM;62550.0;368 days;323 days;1;12;0;10;187650.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;17210.770425000002;140878;TERM;12982.5;368 days;323 days;1;12;0;10;38947.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;180167.236605;140879;TERM;135904.5;368 days;323 days;1;12;0;10;407713.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;39770.7;140880;TERM;30000.0;368 days;323 days;1;12;0;10;90000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;192887.89500000002;140881;TERM;145500.0;368 days;323 days;1;12;0;10;436500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;99426.75;140882;TERM;75000.0;368 days;323 days;1;12;0;10;225000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140883;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;99426.75;140884;TERM;75000.0;368 days;323 days;1;12;0;10;225000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;193882.1625;140885;TERM;146250.0;368 days;323 days;1;12;0;10;438750.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;99426.75;140886;TERM;75000.0;368 days;323 days;1;12;0;10;225000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;82744.929885;140887;TERM;62416.5;368 days;323 days;1;12;0;10;187249.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140888;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;106575.53332500001;140889;TERM;80392.5;368 days;323 days;1;12;0;10;241177.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;123036.626055;140890;TERM;92809.5;368 days;323 days;1;12;0;10;278428.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;184933.755;140891;TERM;139500.0;368 days;323 days;1;12;0;10;418500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;39880.069425;140892;TERM;30082.5;368 days;323 days;1;12;0;10;90247.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;124321.21966500001;140894;TERM;93778.5;368 days;323 days;1;12;0;10;281335.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;89235.50812500001;140895;TERM;67312.5;368 days;323 days;1;12;0;10;201937.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;188910.825;140896;TERM;142500.0;368 days;323 days;1;12;0;10;427500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;50111.081999999995;140897;TERM;37800.0;368 days;323 days;1;12;0;10;113400.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;39770.7;140898;TERM;30000.0;368 days;323 days;1;12;0;10;90000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;165909.440655;140899;TERM;125149.5;368 days;323 days;1;12;0;10;375448.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;59656.05;140900;TERM;45000.0;368 days;323 days;1;12;0;10;135000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140901;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140902;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;49415.094750000004;140903;TERM;37275.0;368 days;323 days;1;12;0;10;111825.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;18891.0825;140904;TERM;14250.0;368 days;323 days;1;12;0;10;42750.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;84910.44450000001;140905;TERM;64050.0;368 days;323 days;1;12;0;10;192150.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;43747.770000000004;140906;TERM;33000.0;368 days;323 days;1;12;0;10;99000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;79831.72611;140907;TERM;60219.0;368 days;323 days;1;12;0;10;180657.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;26546.94225;140908;TERM;20025.0;368 days;323 days;1;12;0;10;60075.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;Q;198853.5;140909;TERM;150000.0;368 days;323 days;1;12;0;10;450000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.5;Q;59656.05;140910;TERM;45000.0;368 days;323 days;1;12;0;10;138750.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.5;Q;198853.5;140911;TERM;150000.0;368 days;323 days;1;12;0;10;462500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.6;Q;198853.5;140912;TERM;150000.0;368 days;323 days;1;12;0;10;475000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.6;Q;94437.51568499999;140913;TERM;71236.5;368 days;323 days;1;12;0;10;225582.25;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;97438.21500000001;140914;TERM;73500.0;368 days;323 days;1;12;0;10;235812.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;39770.7;140915;TERM;30000.0;368 days;323 days;1;12;0;10;96250.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;9942.675;140916;TERM;7500.0;368 days;323 days;1;12;0;10;24062.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;19885.35;140917;TERM;15000.0;368 days;323 days;1;12;0;10;48125.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;9942.675;140918;TERM;7500.0;368 days;323 days;1;12;0;10;24062.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;49713.375;140919;TERM;37500.0;368 days;323 days;1;12;0;10;120312.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;15908.28;140920;TERM;12000.0;368 days;323 days;1;12;0;10;38500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;19885.35;140921;TERM;15000.0;368 days;323 days;1;12;0;10;48125.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;13919.744999999999;140922;TERM;10500.0;368 days;323 days;1;12;0;10;33687.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;188910.825;140923;TERM;142500.0;368 days;323 days;1;12;0;10;457187.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;85507.005;140924;TERM;64500.0;368 days;323 days;1;12;0;10;206937.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;11135.796;140926;TERM;8400.0;368 days;323 days;1;12;0;10;26950.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;31816.56;140927;TERM;24000.0;368 days;323 days;1;12;0;10;77000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;19885.35;140928;TERM;15000.0;368 days;323 days;1;12;0;10;48125.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;51503.0565;140929;TERM;38850.0;368 days;323 days;1;12;0;10;124643.75;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;53093.8845;140930;TERM;40050.0;368 days;323 days;1;12;0;10;128493.75;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;198853.5;140931;TERM;150000.0;368 days;323 days;1;12;0;10;481250.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;69598.725;140932;TERM;52500.0;368 days;323 days;1;12;0;10;168437.5;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;19885.35;140933;TERM;15000.0;368 days;323 days;1;12;0;10;48125.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;11857.634205;140934;TERM;8944.5;368 days;323 days;1;12;0;10;28696.9375;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;198853.5;140935;TERM;150000.0;368 days;323 days;1;12;0;10;481250.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;59656.05;140936;TERM;45000.0;368 days;323 days;1;12;0;10;144375.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.65;Q;39770.7;140937;TERM;30000.0;368 days;323 days;1;12;0;10;96250.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;19885.35;325409;TERM;15000.0;368 days;323 days;1;12;0;10;45000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;19885.35;325410;TERM;15000.0;368 days;323 days;1;12;0;10;45000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;19885.35;325411;TERM;15000.0;368 days;323 days;1;12;0;10;45000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;23862.420000000002;325412;TERM;18000.0;368 days;323 days;1;12;0;10;54000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;29828.025;325413;TERM;22500.0;368 days;323 days;1;12;0;10;67500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;29828.025;325414;TERM;22500.0;368 days;323 days;1;12;0;10;67500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;39770.7;325415;TERM;30000.0;368 days;323 days;1;12;0;10;90000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;49713.375;325416;TERM;37500.0;368 days;323 days;1;12;0;10;112500.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2020-03-16;2.4;L;99426.75;325417;TERM;75000.0;368 days;323 days;1;12;0;10;225000.0;2.0382
2020-01-31;2019-03-14;2019-03-14;2021-03-15;2.15;Q;9942.675;140938;TERM;7500.0;732 days;323 days;2;24;0;10;20937.5;2.01
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;T;224704.45500000002;140817;TERM;169500.0;1827 days;323 days;5;60;0;10;600312.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;9942.675;140820;TERM;7500.0;1827 days;323 days;5;60;0;10;26562.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;D;198853.5;140821;TERM;150000.0;1827 days;323 days;5;60;0;10;500000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.85;D;149140.125;140823;TERM;112500.0;1827 days;323 days;5;60;0;10;379687.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;198853.5;140825;TERM;150000.0;1827 days;323 days;5;60;0;10;531250.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;D;159852.363045;140826;TERM;120580.5;1827 days;323 days;5;60;0;10;401934.99999999994;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;49713.375;140827;TERM;37500.0;1827 days;323 days;5;60;0;10;132812.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;49713.375;140828;TERM;37500.0;1827 days;323 days;5;60;0;10;132812.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;30822.2925;140829;TERM;23250.0;1827 days;323 days;5;60;0;10;82343.75;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;55678.979999999996;140834;TERM;42000.0;1827 days;323 days;5;60;0;10;148750.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;45736.30500000001;140835;TERM;34500.0;1827 days;323 days;5;60;0;10;122187.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;D;36191.337;140838;TERM;27300.0;1827 days;323 days;5;60;0;10;91000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;D;27839.489999999998;140840;TERM;21000.0;1827 days;323 days;5;60;0;10;70000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;D;95449.68000000001;140841;TERM;72000.0;1827 days;323 days;5;60;0;10;240000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;198853.5;140845;TERM;150000.0;1827 days;323 days;5;60;0;10;531250.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;68604.4575;140846;TERM;51750.0;1827 days;323 days;5;60;0;10;183281.25;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;D;39770.7;140848;TERM;30000.0;1827 days;323 days;5;60;0;10;100000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;D;9942.675;140849;TERM;7500.0;1827 days;323 days;5;60;0;10;26562.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.6;D;19885.35;140850;TERM;15000.0;1827 days;323 days;5;60;0;10;47500.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.7;U;99426.75;140853;TERM;75000.0;1827 days;323 days;5;60;0;10;243750.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;U;145163.055;140855;TERM;109500.0;1827 days;323 days;5;60;0;10;365000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;U;123289.17;140856;TERM;93000.0;1827 days;323 days;5;60;0;10;310000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;Q;192887.89500000002;140939;TERM;145500.0;1827 days;323 days;5;60;0;10;485000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;Q;63633.12;140940;TERM;48000.0;1827 days;323 days;5;60;0;10;160000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;Q;198853.5;140941;TERM;150000.0;1827 days;323 days;5;60;0;10;500000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;Q;198853.5;140942;TERM;150000.0;1827 days;323 days;5;60;0;10;531250.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;3.05;Q;21873.885000000002;140943;TERM;16500.0;1827 days;323 days;5;60;0;10;58437.5;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.95;Q;11857.634205;140944;TERM;8944.5;1827 days;323 days;5;60;0;10;30933.0625;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.6;Q;194876.43000000002;140945;TERM;147000.0;1827 days;323 days;5;60;0;10;465500.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.6;Q;198853.5;140946;TERM;150000.0;1827 days;323 days;5;60;0;10;475000.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.85;Q;119312.1;140947;TERM;90000.0;1827 days;323 days;5;60;0;10;303750.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.95;Q;79541.4;140948;TERM;60000.0;1827 days;323 days;5;60;0;10;207500.0;2.0247
2020-01-31;2019-03-14;2019-03-14;2024-03-14;2.8;J;22609.64295;140979;TERM;17055.0;1827 days;323 days;5;60;0;10;56850.0;2.0247
2020-01-31;2019-03-15;2019-03-15;2020-03-15;2.4;G;475070.9541750001;141172;TERM;358357.5;366 days;322 days;1;12;0;10;1075072.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-15;2.4;J;20312.885025000003;141210;TERM;15322.5;366 days;322 days;1;12;0;10;45967.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-15;2.4;J;29828.025;141211;TERM;22500.0;366 days;322 days;1;12;0;10;67500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-15;2.4;J;596560.5;141212;TERM;450000.0;366 days;322 days;1;12;0;10;1350000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;F;59656.05;140984;TERM;45000.0;367 days;322 days;1;12;0;10;135000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;F;59656.05;140985;TERM;45000.0;367 days;322 days;1;12;0;10;135000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;T;99426.75;140986;TERM;75000.0;367 days;322 days;1;12;0;10;225000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;T;84189.38182365;140987;TERM;63506.085;367 days;322 days;1;12;0;10;190518.255;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;T;27416.707573649997;140990;TERM;20681.085;367 days;322 days;1;12;0;10;66351.81437499999;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;U;198853.5;140991;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;U;65621.655;140992;TERM;49500.0;367 days;322 days;1;12;0;10;148500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;D;178968.15000000002;140999;TERM;135000.0;367 days;322 days;1;12;0;10;433125.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;198853.5;141007;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;D;39770.7;141008;TERM;30000.0;367 days;322 days;1;12;0;10;96250.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;125277.705;141017;TERM;94500.0;367 days;322 days;1;12;0;10;283500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;198853.5;141022;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;198853.5;141023;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;397935.681525;141024;TERM;300172.5;367 days;322 days;1;12;0;10;900517.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;D;79541.4;141028;TERM;60000.0;367 days;322 days;1;12;0;10;192500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;198853.5;141030;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.65;D;79541.4;141031;TERM;60000.0;367 days;322 days;1;12;0;10;192500.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;55480.126500000006;141033;TERM;41850.0;367 days;322 days;1;12;0;10;125550.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;198853.5;141034;TERM;150000.0;367 days;322 days;1;12;0;10;450000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;28257.082349999997;141035;TERM;21315.0;367 days;322 days;1;12;0;10;63945.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;19040.222625000002;141036;TERM;14362.5;367 days;322 days;1;12;0;10;43087.5;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;139197.45;141039;TERM;105000.0;367 days;322 days;1;12;0;10;315000.0;2.0168
2020-01-31;2019-03-15;2019-03-15;2020-03-16;2.4;D;49713.375;141040;TERM;37500.0;367 days;322 days;1;12;0;10;112500.0;2.0168
